date,hour,dc_output,ac_output
000-02-12,13,2003.611,1928.21
000-02-12,14,1523.546,1463.993
000-02-12,15,1270.115,1218.136
000-02-12,16,660.435,624.436
000-02-12,17,0,0
000-02-12,18,0,0
000-02-12,19,0,0
000-02-12,20,0,0
000-02-12,21,0,0
000-02-12,22,0,0
000-02-12,23,0,0
000-02-13,0,0,0
000-02-13,1,0,0
000-02-13,2,0,0
000-02-13,3,0,0
000-02-13,4,0,0
000-02-13,5,0,0
000-02-13,6,0,0
000-02-13,7,124.256,99.693
000-02-13,8,382.267,352.507
000-02-13,9,1825.378,1756.09
000-02-13,10,2518.148,2423.582
000-02-13,11,3015.193,2899.97
000-02-13,12,2751.044,2647.061
000-02-13,13,2875.521,2766.315
000-02-13,14,2380.173,2290.968
000-02-13,15,1825.294,1756.01
000-02-13,16,795.214,755.955
000-02-13,17,0,0
000-02-13,18,0,0
000-02-13,19,0,0
000-02-13,20,0,0
000-02-13,21,0,0
000-02-13,22,0,0
000-02-13,23,0,0
000-02-14,0,0,0
000-02-14,1,0,0
000-02-14,2,0,0
000-02-14,3,0,0
000-02-14,4,0,0
000-02-14,5,0,0
000-02-14,6,0,0
000-02-14,7,168.231,142.822
000-02-14,8,1098.658,1051.494
000-02-14,9,2026.407,1950.206
000-02-14,10,2484.104,2390.875
000-02-14,11,2961.626,2848.73
000-02-14,12,3076.739,2958.811
000-02-14,13,2848.06,2740.018
000-02-14,14,2567.3,2470.784
000-02-14,15,1886.328,1814.98
000-02-14,16,1065.036,1018.786
000-02-14,17,0,0
000-02-14,18,0,0
000-02-14,19,0,0
000-02-14,20,0,0
000-02-14,21,0,0
000-02-14,22,0,0
000-02-14,23,0,0
000-02-15,0,0,0
000-02-15,1,0,0
000-02-15,2,0,0
000-02-15,3,0,0
000-02-15,4,0,0
000-02-15,5,0,0
000-02-15,6,0,0
000-02-15,7,175.944,150.386
000-02-15,8,1058.541,1012.467
000-02-15,9,1879.975,1808.844
000-02-15,10,2586.605,2489.318
000-02-15,11,2976.61,2863.065
000-02-15,12,2863.842,2755.131
000-02-15,13,2680.784,2579.69
000-02-15,14,2445.72,2353.988
000-02-15,15,1833.105,1763.558
000-02-15,16,965.068,921.48
000-02-15,17,53.024,29.795
000-02-15,18,0,0
000-02-15,19,0,0
000-02-15,20,0,0
000-02-15,21,0,0
000-02-15,22,0,0
000-02-15,23,0,0
000-02-16,0,0,0
000-02-16,1,0,0
000-02-16,2,0,0
000-02-16,3,0,0
000-02-16,4,0,0
000-02-16,5,0,0
000-02-16,6,0,0
000-02-16,7,6.468,0
000-02-16,8,123.308,98.763
000-02-16,9,723.04,685.546
000-02-16,10,586.368,552.094
000-02-16,11,2595.842,2498.185
000-02-16,12,2691.537,2590.004
000-02-16,13,808.002,768.426
000-02-16,14,1941.539,1868.298
000-02-16,15,283.77,256.06
000-02-16,16,378.098,348.426
000-02-16,17,7.678,0
000-02-16,18,0,0
000-02-16,19,0,0
000-02-16,20,0,0
000-02-16,21,0,0
000-02-16,22,0,0
000-02-16,23,0,0
000-02-17,0,0,0
000-02-17,1,0,0
000-02-17,2,0,0
000-02-17,3,0,0
000-02-17,4,0,0
000-02-17,5,0,0
000-02-17,6,0,0
000-02-17,7,181.151,155.49
000-02-17,8,179.639,154.008
000-02-17,9,688.218,651.56
000-02-17,10,1065.42,1019.16
000-02-17,11,423.343,392.703
000-02-17,12,339.431,310.573
000-02-17,13,1057.755,1011.702
000-02-17,14,955.837,912.491
000-02-17,15,668.854,632.656
000-02-17,16,510.579,478.023
000-02-17,17,19.449,0
000-02-17,18,0,0
000-02-17,19,0,0
000-02-17,20,0,0
000-02-17,21,0,0
000-02-17,22,0,0
000-02-17,23,0,0
000-02-18,0,0,0
000-02-18,1,0,0
000-02-18,2,0,0
000-02-18,3,0,0
000-02-18,4,0,0
000-02-18,5,0,0
000-02-18,6,0,0
000-02-18,7,173.263,147.756
000-02-18,8,135.671,110.89
000-02-18,9,982.665,938.615
000-02-18,10,1687.777,1623.024
000-02-18,11,982.153,938.117
000-02-18,12,1850.371,1780.242
000-02-18,13,746.792,708.722
000-02-18,14,1805.659,1737.031
000-02-18,15,1322.708,1269.203
000-02-18,16,235.7,208.961
000-02-18,17,3.155,0
000-02-18,18,0,0
000-02-18,19,0,0
000-02-18,20,0,0
000-02-18,21,0,0
000-02-18,22,0,0
000-02-18,23,0,0
000-02-19,0,0,0
000-02-19,1,0,0
000-02-19,2,0,0
000-02-19,3,0,0
000-02-19,4,0,0
000-02-19,5,0,0
000-02-19,6,0,0
000-02-19,7,197.305,171.328
000-02-19,8,711.901,674.676
000-02-19,9,704.661,667.609
000-02-19,10,551.604,518.125
000-02-19,11,300.941,272.88
000-02-19,12,316.564,288.182
000-02-19,13,2530.95,2435.878
000-02-19,14,2511.222,2416.928
000-02-19,15,1949.621,1876.101
000-02-19,16,1003.136,958.545
000-02-19,17,85.35,61.521
000-02-19,18,0,0
000-02-19,19,0,0
000-02-19,20,0,0
000-02-19,21,0,0
000-02-19,22,0,0
000-02-19,23,0,0
000-02-20,0,0,0
000-02-20,1,0,0
000-02-20,2,0,0
000-02-20,3,0,0
000-02-20,4,0,0
000-02-20,5,0,0
000-02-20,6,0,0
000-02-20,7,278.279,250.681
000-02-20,8,1235.573,1184.585
000-02-20,9,2074.873,1996.953
000-02-20,10,2657.442,2557.299
000-02-20,11,2861.216,2752.616
000-02-20,12,2453.518,2361.483
000-02-20,13,2811.958,2705.435
000-02-20,14,1561.703,1500.963
000-02-20,15,1183.824,1134.3
000-02-20,16,645.307,609.665
000-02-20,17,49.667,26.5
000-02-20,18,0,0
000-02-20,19,0,0
000-02-20,20,0,0
000-02-20,21,0,0
000-02-20,22,0,0
000-02-20,23,0,0
000-02-21,0,0,0
000-02-21,1,0,0
000-02-21,2,0,0
000-02-21,3,0,0
000-02-21,4,0,0
000-02-21,5,0,0
000-02-21,6,0,0
000-02-21,7,15.881,0
000-02-21,8,139.049,114.203
000-02-21,9,186.371,160.609
000-02-21,10,313.474,285.155
000-02-21,11,272.396,244.918
000-02-21,12,288.943,261.128
000-02-21,13,266.058,238.708
000-02-21,14,222.135,195.667
000-02-21,15,1036.432,990.953
000-02-21,16,261.264,234.011
000-02-21,17,9.324,0
000-02-21,18,0,0
000-02-21,19,0,0
000-02-21,20,0,0
000-02-21,21,0,0
000-02-21,22,0,0
000-02-21,23,0,0
000-02-22,0,0,0
000-02-22,1,0,0
000-02-22,2,0,0
000-02-22,3,0,0
000-02-22,4,0,0
000-02-22,5,0,0
000-02-22,6,0,0
000-02-22,7,290.639,262.789
000-02-22,8,1232.125,1181.235
000-02-22,9,2052.746,1975.613
000-02-22,10,2643.612,2544.03
000-02-22,11,3014.58,2899.384
000-02-22,12,3095.624,2976.861
000-02-22,13,2910.206,2799.521
000-02-22,14,2415.526,2324.962
000-02-22,15,1947.914,1874.453
000-02-22,16,1029.045,983.764
000-02-22,17,115.275,90.883
000-02-22,18,0,0
000-02-22,19,0,0
000-02-22,20,0,0
000-02-22,21,0,0
000-02-22,22,0,0
000-02-22,23,0,0
000-02-23,0,0,0
000-02-23,1,0,0
000-02-23,2,0,0
000-02-23,3,0,0
000-02-23,4,0,0
000-02-23,5,0,0
000-02-23,6,0,0
000-02-23,7,315.75,287.384
000-02-23,8,1299.469,1246.642
000-02-23,9,2160.823,2079.806
000-02-23,10,2830.416,2723.118
000-02-23,11,3174.915,3052.607
000-02-23,12,3205.609,3081.915
000-02-23,13,3075.364,2957.497
000-02-23,14,2635.03,2535.795
000-02-23,15,1882.5,1811.283
000-02-23,16,1106.837,1059.449
000-02-23,17,136.088,111.299
000-02-23,18,0,0
000-02-23,19,0,0
000-02-23,20,0,0
000-02-23,21,0,0
000-02-23,22,0,0
000-02-23,23,0,0
000-02-24,0,0,0
000-02-24,1,0,0
000-02-24,2,0,0
000-02-24,3,0,0
000-02-24,4,0,0
000-02-24,5,0,0
000-02-24,6,0,0
000-02-24,7,336.48,307.684
000-02-24,8,1327.787,1274.133
000-02-24,9,2198.638,2116.238
000-02-24,10,2812.335,2705.797
000-02-24,11,3199.55,3076.13
000-02-24,12,3360.002,3229.213
000-02-24,13,3190.858,3067.831
000-02-24,14,2695.758,2594.052
000-02-24,15,2022.107,1946.057
000-02-24,16,1173.527,1124.292
000-02-24,17,155.795,130.627
000-02-24,18,0,0
000-02-24,19,0,0
000-02-24,20,0,0
000-02-24,21,0,0
000-02-24,22,0,0
000-02-24,23,0,0
000-02-25,0,0,0
000-02-25,1,0,0
000-02-25,2,0,0
000-02-25,3,0,0
000-02-25,4,0,0
000-02-25,5,0,0
000-02-25,6,0,0
000-02-25,7,357.857,328.612
000-02-25,8,1303.561,1250.614
000-02-25,9,2207.832,2125.094
000-02-25,10,2842.186,2734.392
000-02-25,11,3103.317,2984.211
000-02-25,12,3115.951,2996.284
000-02-25,13,2176.504,2094.915
000-02-25,14,2488.966,2395.546
000-02-25,15,1021.261,976.188
000-02-25,16,1059.259,1013.165
000-02-25,17,142.241,117.334
000-02-25,18,0,0
000-02-25,19,0,0
000-02-25,20,0,0
000-02-25,21,0,0
000-02-25,22,0,0
000-02-25,23,0,0
000-02-26,0,0,0
000-02-26,1,0,0
000-02-26,2,0,0
000-02-26,3,0,0
000-02-26,4,0,0
000-02-26,5,0,0
000-02-26,6,0,0
000-02-26,7,372.65,343.094
000-02-26,8,1277.562,1225.369
000-02-26,9,2178.255,2096.602
000-02-26,10,2786.274,2680.826
000-02-26,11,3186.942,3064.092
000-02-26,12,3280.368,3153.263
000-02-26,13,3104.174,2985.031
000-02-26,14,2673.151,2572.368
000-02-26,15,2062.45,1984.972
000-02-26,16,1046.474,1000.725
000-02-26,17,156.335,131.157
000-02-26,18,0,0
000-02-26,19,0,0
000-02-26,20,0,0
000-02-26,21,0,0
000-02-26,22,0,0
000-02-26,23,0,0
000-02-27,0,0,0
000-02-27,1,0,0
000-02-27,2,0,0
000-02-27,3,0,0
000-02-27,4,0,0
000-02-27,5,0,0
000-02-27,6,0,0
000-02-27,7,240.544,213.708
000-02-27,8,244.508,217.593
000-02-27,9,417.28,386.771
000-02-27,10,793.892,754.667
000-02-27,11,860.167,819.282
000-02-27,12,744.319,706.309
000-02-27,13,999.739,955.238
000-02-27,14,2159.031,2078.079
000-02-27,15,800.168,760.786
000-02-27,16,977.849,933.926
000-02-27,17,137.048,112.24
000-02-27,18,0,0
000-02-27,19,0,0
000-02-27,20,0,0
000-02-27,21,0,0
000-02-27,22,0,0
000-02-27,23,0,0
000-02-28,0,0,0
000-02-28,1,0,0
000-02-28,2,0,0
000-02-28,3,0,0
000-02-28,4,0,0
000-02-28,5,0,0
000-02-28,6,0,0
000-02-28,7,358.87,329.605
000-02-28,8,577.071,543.011
000-02-28,9,1576.172,1514.978
000-02-28,10,897.167,855.339
000-02-28,11,2837.76,2730.152
000-02-28,12,3126.205,3006.08
000-02-28,13,2971.787,2858.452
000-02-28,14,2460.076,2367.785
000-02-28,15,1777.727,1710.028
000-02-28,16,997.642,953.196
000-02-28,17,163.756,138.434
000-02-28,18,0,0
000-02-28,19,0,0
000-02-28,20,0,0
000-02-28,21,0,0
000-02-28,22,0,0
000-02-28,23,0,0
000-03-01,0,0,0
000-03-01,1,0,0
000-03-01,2,0,0
000-03-01,3,0,0
000-03-01,4,0,0
000-03-01,5,0,0
000-03-01,6,0,0
000-03-01,7,300.271,272.224
000-03-01,8,1223.244,1172.607
000-03-01,9,1953.723,1880.061
000-03-01,10,2652.073,2552.148
000-03-01,11,2851.54,2743.35
000-03-01,12,2958.748,2845.977
000-03-01,13,2933.949,2822.246
000-03-01,14,2560.811,2464.554
000-03-01,15,1810.069,1741.294
000-03-01,16,1003.42,958.821
000-03-01,17,174.641,149.107
000-03-01,18,0,0
000-03-01,19,0,0
000-03-01,20,0,0
000-03-01,21,0,0
000-03-01,22,0,0
000-03-01,23,0,0
000-03-02,0,0,0
000-03-02,1,0,0
000-03-02,2,0,0
000-03-02,3,0,0
000-03-02,4,0,0
000-03-02,5,0,0
000-03-02,6,0,0
000-03-02,7,38.952,15.983
000-03-02,8,126.102,101.504
000-03-02,9,214.204,187.893
000-03-02,10,265.089,237.759
000-03-02,11,319.043,290.609
000-03-02,12,315.306,286.949
000-03-02,13,311.02,282.752
000-03-02,14,267.524,240.145
000-03-02,15,178.599,152.989
000-03-02,16,115.427,91.032
000-03-02,17,12.822,0
000-03-02,18,0,0
000-03-02,19,0,0
000-03-02,20,0,0
000-03-02,21,0,0
000-03-02,22,0,0
000-03-02,23,0,0
000-03-03,0,0,0
000-03-03,1,0,0
000-03-03,2,0,0
000-03-03,3,0,0
000-03-03,4,0,0
000-03-03,5,0,0
000-03-03,6,0,0
000-03-03,7,31.993,9.151
000-03-03,8,112.174,87.84
000-03-03,9,179.481,153.853
000-03-03,10,245.748,218.808
000-03-03,11,276.451,248.891
000-03-03,12,292.447,264.56
000-03-03,13,266.844,239.479
000-03-03,14,243.438,216.545
000-03-03,15,1468.441,1410.582
000-03-03,16,979.575,935.607
000-03-03,17,189.296,163.476
000-03-03,18,0,0
000-03-03,19,0,0
000-03-03,20,0,0
000-03-03,21,0,0
000-03-03,22,0,0
000-03-03,23,0,0
000-03-04,0,0,0
000-03-04,1,0,0
000-03-04,2,0,0
000-03-04,3,0,0
000-03-04,4,0,0
000-03-04,5,0,0
000-03-04,6,0,0
000-03-04,7,142.835,117.916
000-03-04,8,881.362,839.939
000-03-04,9,809.236,769.629
000-03-04,10,1959.75,1885.879
000-03-04,11,2131.033,2051.097
000-03-04,12,2576.815,2479.919
000-03-04,13,2255.59,2171.085
000-03-04,14,2333.271,2245.85
000-03-04,15,1784.962,1717.023
000-03-04,16,1069.531,1023.159
000-03-04,17,209.99,183.763
000-03-04,18,0,0
000-03-04,19,0,0
000-03-04,20,0,0
000-03-04,21,0,0
000-03-04,22,0,0
000-03-04,23,0,0
000-03-05,0,0,0
000-03-05,1,0,0
000-03-05,2,0,0
000-03-05,3,0,0
000-03-05,4,0,0
000-03-05,5,0,0
000-03-05,6,0,0
000-03-05,7,60.165,36.804
000-03-05,8,226.615,200.058
000-03-05,9,296.435,268.467
000-03-05,10,317.317,288.919
000-03-05,11,437.764,406.812
000-03-05,12,438.805,407.83
000-03-05,13,629.524,594.251
000-03-05,14,509.185,476.66
000-03-05,15,307.77,279.569
000-03-05,16,183.308,157.606
000-03-05,17,28.556,5.776
000-03-05,18,0,0
000-03-05,19,0,0
000-03-05,20,0,0
000-03-05,21,0,0
000-03-05,22,0,0
000-03-05,23,0,0
000-03-06,0,0,0
000-03-06,1,0,0
000-03-06,2,0,0
000-03-06,3,0,0
000-03-06,4,0,0
000-03-06,5,0,0
000-03-06,6,0,0
000-03-06,7,54.55,31.293
000-03-06,8,644.758,609.128
000-03-06,9,1331.881,1278.107
000-03-06,10,434.088,403.215
000-03-06,11,2013.818,1938.059
000-03-06,12,1879.404,1808.292
000-03-06,13,2854.777,2746.451
000-03-06,14,1998.29,1923.076
000-03-06,15,224.92,198.397
000-03-06,16,557.133,523.528
000-03-06,17,94.096,70.103
000-03-06,18,0,0
000-03-06,19,0,0
000-03-06,20,0,0
000-03-06,21,0,0
000-03-06,22,0,0
000-03-06,23,0,0
000-03-07,0,0,0
000-03-07,1,0,0
000-03-07,2,0,0
000-03-07,3,0,0
000-03-07,4,0,0
000-03-07,5,0,0
000-03-07,6,0,0
000-03-07,7,45.568,22.477
000-03-07,8,487.879,455.828
000-03-07,9,652.246,616.44
000-03-07,10,269.082,241.671
000-03-07,11,621.689,586.599
000-03-07,12,1294.998,1242.3
000-03-07,13,426.606,395.895
000-03-07,14,867.198,826.135
000-03-07,15,866.552,825.505
000-03-07,16,685.221,648.634
000-03-07,17,0,0
000-03-07,18,0,0
000-03-07,19,0,0
000-03-07,20,0,0
000-03-07,21,0,0
000-03-07,22,0,0
000-03-07,23,0,0
000-03-08,0,0,0
000-03-08,1,0,0
000-03-08,2,0,0
000-03-08,3,0,0
000-03-08,4,0,0
000-03-08,5,0,0
000-03-08,6,0,0
000-03-08,7,118.337,93.886
000-03-08,8,251.651,224.593
000-03-08,9,374,344.415
000-03-08,10,518.428,485.696
000-03-08,11,298.034,270.033
000-03-08,12,314.964,286.614
000-03-08,13,486.057,454.046
000-03-08,14,483.122,451.176
000-03-08,15,360.572,331.271
000-03-08,16,291.664,263.793
000-03-08,17,0,0
000-03-08,18,0,0
000-03-08,19,0,0
000-03-08,20,0,0
000-03-08,21,0,0
000-03-08,22,0,0
000-03-08,23,0,0
000-03-09,0,0,0
000-03-09,1,0,0
000-03-09,2,0,0
000-03-09,3,0,0
000-03-09,4,0,0
000-03-09,5,0,0
000-03-09,6,0,0
000-03-09,7,76.232,52.573
000-03-09,8,170.749,145.291
000-03-09,9,676.732,640.347
000-03-09,10,727.138,689.546
000-03-09,11,618.773,583.75
000-03-09,12,676.942,640.553
000-03-09,13,347.784,318.751
000-03-09,14,1135.06,1086.895
000-03-09,15,874.694,833.441
000-03-09,16,165.053,139.706
000-03-09,17,0,0
000-03-09,18,0,0
000-03-09,19,0,0
000-03-09,20,0,0
000-03-09,21,0,0
000-03-09,22,0,0
000-03-09,23,0,0
000-03-10,0,0,0
000-03-10,1,0,0
000-03-10,2,0,0
000-03-10,3,0,0
000-03-10,4,0,0
000-03-10,5,0,0
000-03-10,6,0,0
000-03-10,7,69.639,46.103
000-03-10,8,185.87,160.118
000-03-10,9,225.662,199.124
000-03-10,10,769.425,730.802
000-03-10,11,596.834,562.319
000-03-10,12,411.498,381.113
000-03-10,13,613.711,578.806
000-03-10,14,420.277,389.703
000-03-10,15,294.63,266.699
000-03-10,16,239.2,212.392
000-03-10,17,0,0
000-03-10,18,0,0
000-03-10,19,0,0
000-03-10,20,0,0
000-03-10,21,0,0
000-03-10,22,0,0
000-03-10,23,0,0
000-03-11,0,0,0
000-03-11,1,0,0
000-03-11,2,0,0
000-03-11,3,0,0
000-03-11,4,0,0
000-03-11,5,0,0
000-03-11,6,0,0
000-03-11,7,78.996,55.286
000-03-11,8,202.43,176.352
000-03-11,9,369.794,340.298
000-03-11,10,507.855,475.36
000-03-11,11,291.604,263.734
000-03-11,12,412.235,381.835
000-03-11,13,281.056,253.402
000-03-11,14,326.383,297.796
000-03-11,15,194.194,168.278
000-03-11,16,131.512,106.811
000-03-11,17,444.213,413.12
000-03-11,18,0,0
000-03-11,19,0,0
000-03-11,20,0,0
000-03-11,21,0,0
000-03-11,22,0,0
000-03-11,23,0,0
000-03-12,0,0,0
000-03-12,1,0,0
000-03-12,2,0,0
000-03-12,3,0,0
000-03-12,4,0,0
000-03-12,5,0,0
000-03-12,6,1.688,0
000-03-12,7,50.526,27.344
000-03-12,8,128.63,103.983
000-03-12,9,309.602,281.363
000-03-12,10,260.258,233.026
000-03-12,11,428.679,397.924
000-03-12,12,306.594,278.417
000-03-12,13,300.862,272.803
000-03-12,14,276.695,249.13
000-03-12,15,192.448,166.567
000-03-12,16,127.226,102.606
000-03-12,17,317.243,288.846
000-03-12,18,0,0
000-03-12,19,0,0
000-03-12,20,0,0
000-03-12,21,0,0
000-03-12,22,0,0
000-03-12,23,0,0
000-03-13,0,0,0
000-03-13,1,0,0
000-03-13,2,0,0
000-03-13,3,0,0
000-03-13,4,0,0
000-03-13,5,0,0
000-03-13,6,0,0
000-03-13,7,62.305,38.906
000-03-13,8,143.482,118.552
000-03-13,9,207.166,180.995
000-03-13,10,274.189,246.675
000-03-13,11,307.444,279.25
000-03-13,12,302.624,274.529
000-03-13,13,294.94,267.002
000-03-13,14,252.531,225.455
000-03-13,15,187.654,161.867
000-03-13,16,125.984,101.388
000-03-13,17,240.234,213.405
000-03-13,18,0,0
000-03-13,19,0,0
000-03-13,20,0,0
000-03-13,21,0,0
000-03-13,22,0,0
000-03-13,23,0,0
000-03-14,0,0,0
000-03-14,1,0,0
000-03-14,2,0,0
000-03-14,3,0,0
000-03-14,4,0,0
000-03-14,5,0,0
000-03-14,6,3.121,0
000-03-14,7,422.748,392.121
000-03-14,8,278.175,250.58
000-03-14,9,399.59,369.461
000-03-14,10,2370.693,2281.85
000-03-14,11,652.824,617.005
000-03-14,12,527.633,494.695
000-03-14,13,489.34,457.256
000-03-14,14,458.017,426.624
000-03-14,15,313.057,284.747
000-03-14,16,1009.997,965.224
000-03-14,17,196.251,170.294
000-03-14,18,0,0
000-03-14,19,0,0
000-03-14,20,0,0
000-03-14,21,0,0
000-03-14,22,0,0
000-03-14,23,0,0
000-03-15,0,0,0
000-03-15,1,0,0
000-03-15,2,0,0
000-03-15,3,0,0
000-03-15,4,0,0
000-03-15,5,0,0
000-03-15,6,3.121,0
000-03-15,7,233.87,207.168
000-03-15,8,261.842,234.578
000-03-15,9,1811.39,1742.571
000-03-15,10,2583.632,2486.464
000-03-15,11,2969.572,2856.332
000-03-15,12,1775,1707.391
000-03-15,13,2874.699,2765.528
000-03-15,14,2168.015,2086.736
000-03-15,15,533.413,500.344
000-03-15,16,156.48,131.299
000-03-15,17,165.168,139.818
000-03-15,18,0,0
000-03-15,19,0,0
000-03-15,20,0,0
000-03-15,21,0,0
000-03-15,22,0,0
000-03-15,23,0,0
000-03-16,0,0,0
000-03-16,1,0,0
000-03-16,2,0,0
000-03-16,3,0,0
000-03-16,4,0,0
000-03-16,5,0,0
000-03-16,6,6.356,0
000-03-16,7,184.897,159.163
000-03-16,8,1252.375,1200.907
000-03-16,9,864.837,823.834
000-03-16,10,2581.891,2484.793
000-03-16,11,3169.831,3047.751
000-03-16,12,3016.259,2900.989
000-03-16,13,296.766,268.791
000-03-16,14,420.577,389.997
000-03-16,15,1866.854,1796.169
000-03-16,16,1191.162,1141.432
000-03-16,17,144.767,119.812
000-03-16,18,0,0
000-03-16,19,0,0
000-03-16,20,0,0
000-03-16,21,0,0
000-03-16,22,0,0
000-03-16,23,0,0
000-03-17,0,0,0
000-03-17,1,0,0
000-03-17,2,0,0
000-03-17,3,0,0
000-03-17,4,0,0
000-03-17,5,0,0
000-03-17,6,22.709,0.036
000-03-17,7,624.078,588.932
000-03-17,8,1507.019,1447.977
000-03-17,9,1537.146,1477.172
000-03-17,10,2755.627,2651.454
000-03-17,11,3049.011,2932.306
000-03-17,12,3358.494,3227.774
000-03-17,13,2918.32,2807.288
000-03-17,14,777.935,739.103
000-03-17,15,1832.639,1763.108
000-03-17,16,959.278,915.842
000-03-17,17,125.721,101.129
000-03-17,18,0,0
000-03-17,19,0,0
000-03-17,20,0,0
000-03-17,21,0,0
000-03-17,22,0,0
000-03-17,23,0,0
000-03-18,0,0,0
000-03-18,1,0,0
000-03-18,2,0,0
000-03-18,3,0,0
000-03-18,4,0,0
000-03-18,5,0,0
000-03-18,6,21.464,0
000-03-18,7,102.664,78.51
000-03-18,8,412.803,382.39
000-03-18,9,406.801,376.517
000-03-18,10,283.801,256.091
000-03-18,11,2475.609,2382.712
000-03-18,12,1532.399,1472.572
000-03-18,13,432.864,402.018
000-03-18,14,2026.822,1950.606
000-03-18,15,2048.18,1971.209
000-03-18,16,1259.839,1208.156
000-03-18,17,111.446,87.126
000-03-18,18,0,0
000-03-18,19,0,0
000-03-18,20,0,0
000-03-18,21,0,0
000-03-18,22,0,0
000-03-18,23,0,0
000-03-19,0,0,0
000-03-19,1,0,0
000-03-19,2,0,0
000-03-19,3,0,0
000-03-19,4,0,0
000-03-19,5,0,0
000-03-19,6,6.445,0
000-03-19,7,70.503,46.951
000-03-19,8,165.826,140.464
000-03-19,9,353.889,324.728
000-03-19,10,281.542,253.878
000-03-19,11,337.027,308.219
000-03-19,12,491.418,459.288
000-03-19,13,474,442.255
000-03-19,14,395.084,365.05
000-03-19,15,213.528,187.23
000-03-19,16,152.272,127.172
000-03-19,17,101.974,77.833
000-03-19,18,0,0
000-03-19,19,0,0
000-03-19,20,0,0
000-03-19,21,0,0
000-03-19,22,0,0
000-03-19,23,0,0
000-03-20,0,0,0
000-03-20,1,0,0
000-03-20,2,0,0
000-03-20,3,0,0
000-03-20,4,0,0
000-03-20,5,0,0
000-03-20,6,6.329,0
000-03-20,7,82.581,58.804
000-03-20,8,180.233,154.59
000-03-20,9,233.01,206.325
000-03-20,10,299.762,271.726
000-03-20,11,1343.536,1289.42
000-03-20,12,2992.64,2878.4
000-03-20,13,2711.853,2609.487
000-03-20,14,1798.078,1729.703
000-03-20,15,779.257,740.392
000-03-20,16,146.966,121.968
000-03-20,17,94.916,70.908
000-03-20,18,0,0
000-03-20,19,0,0
000-03-20,20,0,0
000-03-20,21,0,0
000-03-20,22,0,0
000-03-20,23,0,0
000-03-21,0,0,0
000-03-21,1,0,0
000-03-21,2,0,0
000-03-21,3,0,0
000-03-21,4,0,0
000-03-21,5,0,0
000-03-21,6,12.633,0
000-03-21,7,155.223,130.066
000-03-21,8,288.482,260.676
000-03-21,9,427.703,396.969
000-03-21,10,525.668,492.774
000-03-21,11,592.266,557.857
000-03-21,12,577.79,543.713
000-03-21,13,389.144,359.238
000-03-21,14,463.844,432.323
000-03-21,15,336.739,307.937
000-03-21,16,740.615,702.695
000-03-21,17,397.677,367.588
000-03-21,18,0,0
000-03-21,19,0,0
000-03-21,20,0,0
000-03-21,21,0,0
000-03-21,22,0,0
000-03-21,23,0,0
000-03-22,0,0,0
000-03-22,1,0,0
000-03-22,2,0,0
000-03-22,3,0,0
000-03-22,4,0,0
000-03-22,5,0,0
000-03-22,6,18.911,0
000-03-22,7,107.294,83.052
000-03-22,8,986.521,942.369
000-03-22,9,1534.65,1474.753
000-03-22,10,410.601,380.235
000-03-22,11,2973.502,2860.092
000-03-22,12,2608.396,2510.235
000-03-22,13,3130.759,3010.432
000-03-22,14,2299.076,2212.945
000-03-22,15,1816.411,1747.424
000-03-22,16,1132.834,1084.73
000-03-22,17,378.789,349.103
000-03-22,18,0,0
000-03-22,19,0,0
000-03-22,20,0,0
000-03-22,21,0,0
000-03-22,22,0,0
000-03-22,23,0,0
000-03-23,0,0,0
000-03-23,1,0,0
000-03-23,2,0,0
000-03-23,3,0,0
000-03-23,4,0,0
000-03-23,5,0,0
000-03-23,6,31.928,9.087
000-03-23,7,375.108,345.499
000-03-23,8,745.515,707.477
000-03-23,9,411.183,380.805
000-03-23,10,358.438,329.181
000-03-23,11,338.413,309.576
000-03-23,12,516.408,483.721
000-03-23,13,324.746,296.194
000-03-23,14,282.118,254.443
000-03-23,15,1198.191,1148.263
000-03-23,16,601.81,567.181
000-03-23,17,339.246,310.392
000-03-23,18,0,0
000-03-23,19,0,0
000-03-23,20,0,0
000-03-23,21,0,0
000-03-23,22,0,0
000-03-23,23,0,0
000-03-24,0,0,0
000-03-24,1,0,0
000-03-24,2,0,0
000-03-24,3,0,0
000-03-24,4,0,0
000-03-24,5,0,0
000-03-24,6,88.932,65.036
000-03-24,7,771.876,733.193
000-03-24,8,1500.649,1441.803
000-03-24,9,2314.819,2228.096
000-03-24,10,3000.692,2886.102
000-03-24,11,2901.946,2791.614
000-03-24,12,1505.739,1446.736
000-03-24,13,887.713,846.127
000-03-24,14,776.65,737.849
000-03-24,15,233.712,207.014
000-03-24,16,266.34,238.985
000-03-24,17,228.543,201.947
000-03-24,18,0,0
000-03-24,19,0,0
000-03-24,20,0,0
000-03-24,21,0,0
000-03-24,22,0,0
000-03-24,23,0,0
000-03-25,0,0,0
000-03-25,1,0,0
000-03-25,2,0,0
000-03-25,3,0,0
000-03-25,4,0,0
000-03-25,5,0,0
000-03-25,6,15.856,0
000-03-25,7,102.419,78.27
000-03-25,8,411.319,380.938
000-03-25,9,1227.124,1176.376
000-03-25,10,755.926,717.633
000-03-25,11,1905.335,1833.339
000-03-25,12,3223.378,3098.877
000-03-25,13,3117.422,2997.689
000-03-25,14,810.762,771.117
000-03-25,15,834.693,794.45
